t,cuff_pressure,oscillation,ppg_quality
0.0,180.0,4.035120429990554e-45,0.9999999738306691
0.010003334444814937,179.95331777259085,2.5514777948170117e-05,0.9999999723870816
0.020006668889629875,179.90663554518173,5.13613643138707e-05,0.9999999708662705
0.030010003334444812,179.85995331777258,7.739497506811228e-05,0.9999999692642411
0.04001333777925975,179.81327109036346,0.00010346701084630991,0.9999999675767993
0.05001667222407469,179.7665888629543,0.0001294258567671971,0.999999965799543
0.060020006668889625,179.7199066355452,0.0001551177149589244,0.9999999639278507
0.07002334111370456,179.67322440813604,0.00018038746550504391,0.9999999619568725
0.0800266755585195,179.62654218072691,0.0002050795512753226,0.9999999598815181
0.09003001000333444,179.57985995331777,0.00022903888188081307,0.9999999576964462
0.10003334444814937,179.53317772590864,0.0002521117517908982,0.9999999553960522
0.11003667889296431,179.4864954984995,0.0002741467674739825,0.9999999529744561
0.12004001333777925,179.43981327109037,0.00029499577827438124,0.9999999504254887
0.1300433477825942,179.39313104368122,0.00031451480561744337,0.9999999477426793
0.14004668222740912,179.3464488162721,0.00033256496504395174,0.9999999449192405
0.15005001667222406,179.29976658886295,0.0003490133755148103,0.9999999419480536
0.160053351117039,179.25308436145383,0.00036373405039851647,0.9999999388216535
0.17005668556185394,179.20640213404468,0.00037660876455808363,0.9999999355322121
0.18006002000666887,179.15971990663556,0.0003875278919910406,0.9999999320715217
0.1900633544514838,179.1130376792264,0.0003963912085468259,0.9999999284309773
0.20006668889629875,179.06635545181726,0.00040310865434991556,0.999999924601558
0.2100700233411137,179.01967322440814,0.0004076010506949898,0.999999920573808
0.22007335778592862,178.972990996999,0.00040980076635165703,0.9999999163378166
0.23007669223074356,178.92630876958987,0.000409652328420569,0.9999999118831971
0.2400800266755585,178.87962654218072,0.0004071129731197063,0.999999907199065
0.25008336112037344,178.8329443147716,0.00040215313214791743,0.9999999022740148
0.2600866955651884,178.78626208736245,0.00039475685057211417,0.9999998970960973
0.2700900300100033,178.73957985995332,0.0003849221325129634,0.9999998916527933
0.28009336445481825,178.69289763254417,0.0003726612112607395,0.9999998859309891
0.2900966988996332,178.64621540513505,0.00035800074083597023,0.9999998799169482
0.3001000333444481,178.5995331777259,0.0003409819064174847,0.9999998735962841
0.31010336778926306,178.55285095031678,0.00032166045149088074,0.9999998669539302
0.320106702234078,178.50616872290763,0.0003001066200217196,0.9999998599741097
0.33011003667889294,178.4594864954985,0.00027640501242710835,0.9999998526403032
0.3401133711237079,178.41280426808936,0.00025065435460479475,0.9999998449352155
0.3501167055685228,178.36612204068024,0.00022296717977744257,0.999999836840741
0.36012004001333775,178.3194398132711,0.0001934694234190969,0.999999828337927
0.3701233744581527,178.27275758586197,0.00016229993204778487,0.9999998194069366
0.3801267089029676,178.22607535845282,0.0001296098871901512,0.9999998100270086
0.39013004334778256,178.17939313104367,9.556214634771792e-05,0.9999998001764171
0.4001333777925975,178.13271090363455,6.033050331696039e-05,0.9999997898324284
0.41013671223741244,178.0860286762254,2.409887073360184e-05,0.9999997789712568
0.4201400466822274,178.03934644881627,-1.2939611777665083e-05,0.9999997675680176
0.4301433811270423,177.99266422140713,-5.058353996663133e-05,0.9999997555966792
0.44014671557185725,177.945981993998,-8.862427346638152e-05,0.9999997430300129
0.4501500500166722,177.89929976658885,-0.00012684702561010006,0.9999997298395403
0.4601533844614871,177.85261753917973,-0.00016503200926893462,0.9999997159954783
0.47015671890630206,177.80593531177058,-0.00020295563299741436,0.9999997014666829
0.480160053351117,177.75925308436146,-0.0002403917413722476,0.9999996862205897
0.49016338779593194,177.7125708569523,-0.00027711289303849573,0.9999996702231523
0.5001667222407469,177.6658886295432,-0.00031289166963668056,0.9999996534387782
0.5101700566855618,177.61920640213404,-0.00034750200847817337,0.9999996358302619
0.5201733911303767,177.57252417472492,-0.00038072055156633603,0.9999996173587157
0.5301767255751917,177.52584194731577,-0.0004123280033299794,0.9999995979834972
0.5401800600200066,177.47915971990665,-0.0004421104892454315,0.9999995776621343
0.5501833944648216,177.4324774924975,-0.0004698609073761458,0.9999995563502466
0.5601867289096365,177.38579526508838,-0.0004953802647555701,0.9999995340014644
0.5701900633544514,177.33911303767923,-0.0005184789904817663,0.9999995105673436
0.5801933977992664,177.29243081027008,-0.0005389782173817381,0.9999994859972781
0.5901967322440813,177.24574858286095,-0.00055671102414098,0.9999994602384078
0.6002000666888962,177.1990663554518,-0.0005715236298796325,0.9999994332355238
0.6102034011337112,177.15238412804268,-0.0005832765332913831,0.9999994049309692
0.6202067355785261,177.10570190063353,-0.0005918455886451223,0.9999993752645358
0.6302100700233411,177.0590196732244,-0.0005971230111816674,0.9999993441733579
0.640213404468156,177.01233744581526,-0.0005990183047188049,0.9999993115918004
0.6502167389129709,176.96565521840614,-0.0005974591046059032,0.9999992774513439
0.6602200733577859,176.918972990997,-0.0005923919295441398,0.9999992416804637
0.6702234078026008,176.87229076358787,-0.0005837828362077549,0.999999204204506
0.6802267422474157,176.82560853617872,-0.0005716179710648907,0.9999991649455577
0.6902300766922307,176.7789263087696,-0.0005559040143006564,0.9999991238223119
0.7002334111370456,176.73224408136045,-0.0005366685112887179,0.999999080749928
0.7102367455818606,176.68556185395133,-0.0005139600876375809,0.9999990356398867
0.7202400800266755,176.63887962654218,-0.0004878485444518984,0.9999989883998383
0.7302434144714904,176.59219739913306,-0.0004584248310937171,0.999998938933447
0.7402467489163054,176.5455151717239,-0.0004258008934011814,0.9999988871402282
0.7502500833611203,176.49883294431478,-0.00039010939601850225,0.9999988329153792
0.7602534178059352,176.45215071690563,-0.0003515033182081455,0.9999987761496036
0.7702567522507502,176.4054684894965,-0.0003101554232494827,0.9999987167289308
0.7802600866955651,176.35878626208736,-0.00026625760227437224,0.9999986545345256
0.7902634211403801,176.3121040346782,-0.00022002009414430717,0.9999985894424936
0.800266755585195,176.2654218072691,-0.0001716705837323366,0.9999985213236773
0.8102700900300099,176.21873957985994,-0.00012145318173086128,0.9999984500434449
0.8202734244748249,176.17205735245082,-6.96272898596383e-05,0.9999983754614725
0.8302767589196398,176.12537512504167,-1.6466356092083928e-05,0.9999982974315167
0.8402800933644547,176.07869289763255,3.774347475223803e-05,0.9999982158011791
0.8502834278092697,176.0320106702234,9.270480898972151e-05,0.9999981304116626
0.8602867622540846,175.98532844281428,0.0001481105438819872,0.9999980410975186
0.8702900966988996,175.93864621540513,0.00020364549186411345,0.999997947686384
0.8802934311437145,175.891963987996,0.00025898808115484183,0.9999978499987098
0.8902967655885294,175.84528176058686,0.00031381212411914217,0.9999977478474793
0.9003001000333444,175.79859953317774,0.00036778864420122917,0.9999976410379157
0.9103034344781593,175.7519173057686,0.00042058775173819897,0.9999975293671793
0.9203067689229742,175.70523507835946,0.00047188055850454647,0.9999974126240542
0.9303101033677892,175.65855285095031,0.0005213411204297122,0.9999972905886229
0.9403134378126041,175.6118706235412,0.0005686483975775358,0.9999971630319296
0.9503167722574191,175.56518839613204,0.0006134882201815036,0.999997029715632
0.960320106702234,175.51850616872292,0.0006555552492952193,0.9999968903916391
0.9703234411470489,175.47182394131377,0.000694554920446741,0.9999967448017381
0.9803267755918639,175.42514171390462,0.0007302053585796323,0.9999965926772061
0.9903301100366788,175.3784594864955,0.0007622392525254091,0.9999964337384097
1.0003334444814937,175.33177725908635,0.0007904056772821582,0.9999962676943898
1.0103367789263087,175.28509503167723,0.0008144718524740349,0.999996094242431
1.0203401133711236,175.23841280426808,0.0008342248255365913,0.9999959130676173
1.0303434478159386,175.19173057685896,0.0008494730684134261,0.9999957238423718
1.0403467822607535,175.1450483494498,0.0008600479768608851,0.99999552622598
1.0503501167055684,175.0983661220407,0.0008658052618380697,0.9999953198640967
1.0603534511503834,175.05168389463154,0.0008666262229091854,0.9999951043882365
1.0703567855951983,175.00500166722242,0.0008624188941017557,0.9999948794152456
1.0803601200400132,174.95831943981327,0.0008531190532466678,0.9999946445467567
1.0903634544848282,174.91163721240414,0.0008386910864710636,0.9999943993686242
1.1003667889296431,174.864954984995,0.0008191287002210685,0.999994143450341
1.110370123374458,174.81827275758587,0.000794455473954082,0.9999938763444349
1.120373457819273,174.77159053017672,0.0007647252474575143,0.9999935975858449
1.130376792264088,174.7249083027676,0.0007300223376172588,0.9999933066912762
1.1403801267089029,174.67822607535845,0.0006904615803720322,0.9999930031585336
1.1503834611537178,174.63154384794933,0.0006461881945428632,0.9999926864658331
1.1603867955985327,174.58486162054018,0.0005973774652171407,0.9999923560710894
1.1703901300433477,174.53817939313103,0.0005442342453870167,0.9999920114111812
1.1803934644881626,174.4914971657219,0.0004869922755884348,0.9999916519011904
1.1903967989329776,174.44481493831276,0.00042591332235291453,0.9999912769336181
1.2004001333777925,174.39813271090364,0.00036128613736399274,0.9999908858775729
1.2104034678226074,174.3514504834945,0.0002934252402978526,0.9999904780779346
1.2204068022674224,174.30476825608537,0.00022266952941638968,0.9999900528544885
1.2304101367122373,174.25808602867622,0.00014938072506500932,0.9999896095010334
1.2404134711570522,174.2114038012671,7.39416522997032e-05,0.9999891472844598
1.2504168056018672,174.16472157385795,-3.2456300775378816e-06,0.9999886654437978
